user_id,age,gender,occupation,work_mode,screen_time_hours,work_screen_hours,leisure_screen_hours,sleep_hours,sleep_quality_1_5,stress_level_0_10,productivity_0_100,exercise_minutes_per_week,social_hours_per_week,mental_wellness_index_0_100,
U0199,30,Male,Employed,Hybrid,11.65,0.58,11.07,5.47,1,10,46.4,129,0,0.8,
U0200,20,Male,Employed,Hybrid,8.93,1.62,7.31,5.89,1,10,44.7,189,6.9,0,
U0201,32,Female,Student,Remote,11.79,7.06,4.73,6.76,1,10,31.8,0,12.2,0,
U0202,34,Male,Employed,Hybrid,6.09,0.59,5.5,7.27,2,8.5,66.7,84,11.9,27.5,
U0203,38,Female,Employed,In-person,8.64,1.15,7.49,6.11,1,6.6,57,140,12.8,29.4,
U0204,38,Female,Employed,Hybrid,7.71,0.87,6.84,7.1,1,6.4,52.5,170,7.4,24.6,
U0205,18,Female,Employed,Hybrid,10.68,0.88,9.8,7.08,1,10,50.1,241,3.1,6.2,
U0206,22,Male,Employed,Hybrid,8.73,0.65,8.08,7.43,1,9.4,59.9,169,13.1,26,
U0207,34,Male,Student,Hybrid,7.3,0.72,6.58,5.83,1,9.8,47.6,112,6.4,0,
U0208,34,Male,Student,Remote,10.89,7.48,3.41,6.7,1,10,54.6,32,9.5,9.8,
U0209,34,Female,Employed,Hybrid,11.14,1.56,9.58,5.66,1,9.6,43.4,54,10.4,0,
U0210,60,Male,Student,Remote,12.56,2.93,9.63,7.54,1,10,36.9,56,15.9,0,
U0211,34,Female,Self-employed,Remote,11.96,6.74,5.22,7.27,1,9.3,39.1,134,10.2,3.3,
U0212,39,Male,Employed,Hybrid,11.15,0.56,10.59,6.1,1,9.2,54.3,114,0.1,6.5,
U0213,37,Female,Employed,Remote,5.28,3.59,1.69,7.07,2,6.5,65.4,37,4.5,38.8,
U0214,35,Female,Employed,Hybrid,7.32,1.08,6.24,6.98,1,9.2,54.6,86,13.3,19.1,
U0215,27,Female,Self-employed,Hybrid,9.39,0.47,8.92,5.16,1,10,40.6,162,9,5.9,
U0216,36,Female,Employed,Remote,11.12,4.7,6.42,7.06,1,8.3,45.4,119,4.3,13,
U0217,23,Male,Employed,Hybrid,3.49,0.52,2.97,7.59,3,1.9,100,173,12.4,77.7,
U0218,28,Female,Employed,Hybrid,15.38,2.09,13.29,6.85,1,10,32.6,92,4,1.2,
U0219,26,Female,Employed,In-person,11.64,0.68,10.96,5.74,1,10,38.1,200,7.4,15.9,
U0220,30,Male,Self-employed,Hybrid,9.13,0.98,8.15,6.54,1,8.4,57.5,120,12.1,14.5,
U0221,48,Female,Employed,In-person,7.48,0.48,7,6.25,1,6.4,70.8,95,4.1,29.2,
U0222,16,Male,Employed,Hybrid,10.03,1.22,8.81,5.95,1,10,46.8,27,15.1,0,
U0223,35,Male,Self-employed,Remote,5.5,1.97,3.53,6.68,1,5.4,64.2,145,6.3,32.1,
U0224,17,Male,Self-employed,Hybrid,9.53,2.23,7.3,7.64,2,10,46.6,0,8.4,0,
U0225,26,Female,Employed,In-person,8.16,0.92,7.24,6.58,1,7.4,56.6,94,17.3,23.2,
U0226,38,Male,Self-employed,Hybrid,9.32,0.8,8.52,7.18,1,7.4,56.3,92,0,15.5,
U0227,30,Male,Employed,In-person,7.42,1.06,6.36,6.98,2,3.5,72.9,18,9,43.2,
U0228,21,Female,Employed,In-person,8.06,1.85,6.21,6.09,1,8.4,56.6,40,12.6,18.9,
U0229,24,Female,Employed,Remote,9.51,2.33,7.18,6.78,1,8.8,49,155,11.1,5.7,
U0230,35,Male,Employed,Remote,11.85,6.4,5.45,7.15,1,9.3,32.7,106,4.7,0,
U0231,24,Male,Student,Hybrid,10.64,1.25,9.39,5.78,1,10,36.5,98,3.1,8.6,
U0232,31,Male,Self-employed,Hybrid,7.51,0.73,6.78,7.93,2,7.8,58.5,135,12.2,20.1,
U0233,30,Male,Self-employed,In-person,6.2,0.31,5.89,6.79,1,6.9,60.7,127,14.2,16.5,
U0234,24,Male,Student,In-person,7.26,0.96,6.3,6.86,1,9.9,58.8,198,3.1,13.3,
U0235,47,Female,Self-employed,Remote,10.23,3.11,7.12,7.46,1,10,44.1,114,0.7,10.1,
U0236,35,Female,Student,Remote,10.18,5.4,4.78,6.39,1,8.9,42.1,0,8.1,0,
U0237,16,Female,Employed,In-person,8.98,1.47,7.51,6.94,1,7.6,55.5,211,7.3,24.7,
U0238,31,Male,Employed,Hybrid,10.39,0.96,9.43,6.6,2,10,46.3,122,6.3,15.8,
U0239,24,Female,Student,In-person,8.71,0.48,8.23,7.14,1,9.6,48.5,61,10.9,0,
U0240,36,Male,Self-employed,Hybrid,9.04,0.45,8.59,5.2,1,9.5,49.9,19,7.3,10.5,
U0241,23,Male,Self-employed,Hybrid,7.05,1.19,5.86,5.81,1,6.4,69.1,140,0,37.1,
U0242,29,Male,Employed,Remote,7.76,2.5,5.26,7.72,2,7.9,60.6,103,2.4,26.2,
U0243,34,Female,Student,Hybrid,6.86,0.72,6.14,8.24,2,5.2,82.7,229,10,61.1,
U0244,36,Male,Employed,Hybrid,10.39,0.57,9.82,6.17,1,10,47.9,74,6.4,10.6,
U0245,20,Female,Employed,Hybrid,10.13,0.51,9.62,6.59,1,10,38.6,34,0,0,
U0246,27,Male,Retired,Remote,8.8,6.69,2.11,7.29,2,6.8,76.9,166,0,39,
U0247,26,Female,Employed,In-person,8.45,1.83,6.62,7.65,2,5.2,72.5,170,8.3,42.2,
U0248,24,Female,Employed,In-person,10.13,2.55,7.58,5.2,1,8.5,43.8,106,14.5,10.2,
U0249,44,Male,Employed,Remote,9.61,5.75,3.86,6.39,2,10,59.5,155,8.7,21.8,
U0250,33,Female,Employed,Remote,12.69,5.84,6.85,6.26,1,10,51.4,81,11.1,3.4,
U0251,19,Female,Employed,Remote,11.19,4.91,6.28,7.17,1,10,41,102,6,0,
U0252,37,Male,Student,Hybrid,4.87,0.41,4.46,9.74,3,2.7,88.9,214,2.5,83.8,
U0253,46,Male,Employed,Hybrid,13.66,0.79,12.87,6.33,1,10,36.5,128,7.2,1.7,
U0254,38,Male,Employed,Hybrid,9.8,0.65,9.15,5.88,1,8.6,53.2,91,9.9,11,
U0255,17,Male,Unemployed,Remote,6.42,4.43,1.99,7.63,1,7.6,65.6,208,8.4,31.3,
U0256,26,Male,Employed,Hybrid,9.26,0.46,8.8,8.03,2,7.1,65.1,0,0,40.4,
U0257,40,Female,Employed,Hybrid,9.66,1.16,8.5,7.14,1,8.4,50.5,249,5.1,0.4,
U0258,24,Female,Unemployed,Hybrid,2.44,0.12,2.32,7.25,3,0.6,100,21,6.4,88.9,
U0259,33,Female,Student,In-person,8.87,1,7.87,7.87,1,8.5,48.8,62,10.6,2.8,
U0260,36,Male,Unemployed,Remote,8.89,2.93,5.96,7.66,2,7.8,65.7,105,13.3,33.6,
U0261,22,Male,Employed,Hybrid,7.83,1.79,6.04,6.32,2,7.4,60.9,97,5.9,31.3,
U0262,29,Female,Student,Remote,14.18,2.4,11.78,6.57,1,7.8,48.1,143,5.3,20.4,
U0263,16,Female,Employed,Hybrid,7.64,0.55,7.09,7.91,1,6.9,58.3,31,11,19.3,
U0264,21,Male,Employed,In-person,8.86,0.68,8.18,7.93,1,8.5,50.4,119,12.1,2.1,
U0265,27,Female,Student,Hybrid,8.08,1.42,6.66,7.1,1,10,43.6,68,8.3,0,
U0266,20,Male,Employed,In-person,7.95,0.88,7.07,6.82,1,6.7,67.3,126,10.8,31.8,
U0267,43,Female,Employed,Remote,9.23,6.1,3.13,8.13,2,8.4,52.2,105,8.6,28.3,
U0268,18,Male,Employed,Remote,9.2,2.55,6.65,5.93,1,10,39.8,103,8.5,0,
U0269,26,Female,Student,Hybrid,11.55,0.58,10.97,6.98,1,9.3,56.2,48,7.2,16.1,
U0270,31,Male,Self-employed,Hybrid,6.15,0.37,5.78,6.39,1,7.5,64.6,86,9.3,19.4,
U0271,41,Male,Retired,Remote,9.01,2.73,6.28,8.01,2,6.8,49,130,10.1,31.8,
U0272,18,Male,Unemployed,Remote,5.87,3.68,2.19,7.19,1,5.9,62.2,183,15.2,29.6,
U0273,39,Male,Employed,Remote,10.13,5.13,5,7.99,2,7.7,47.1,60,10.4,23.7,
U0274,30,Male,Student,In-person,10.57,0.53,10.04,7.21,3,7,60.4,34,0.7,44.1,
U0275,22,Male,Employed,Remote,12.39,5.27,7.12,5.48,1,10,20.6,123,7.7,0,
U0276,33,Female,Student,Remote,19.17,12.04,7.13,6.69,1,10,28.4,42,0,0,
U0277,31,Male,Student,Remote,9.94,1.11,8.83,8.16,2,10,42.2,157,0.8,12.7,
U0278,25,Male,Employed,Hybrid,4.47,1.04,3.43,8.39,3,3.9,88.1,65,9.8,80.5,
U0279,30,Female,Employed,Remote,10.54,6.2,4.34,6.21,1,8,40.4,0,6,3.7,
U0280,26,Male,Employed,Hybrid,7.24,0.67,6.57,7.03,1,8.4,54,75,2.1,26.5,
U0281,30,Male,Employed,Remote,9.07,3.61,5.46,7.16,1,10,41.9,50,5.6,12.8,
U0282,35,Male,Employed,In-person,9.51,1.26,8.25,6.46,2,7.1,70.3,98,5.7,35.2,
U0283,42,Female,Employed,Remote,14.09,7.1,6.99,7.76,2,10,51.3,35,3.3,10.4,
U0284,20,Female,Retired,Hybrid,5.59,1.48,4.11,7.58,2,6.3,75.1,171,13.4,39.4,
U0285,47,Non-binary/Other,Employed,In-person,2.44,0.29,2.15,6.04,1,6.7,65.6,132,16.1,28.4,
U0286,16,Male,Employed,Hybrid,8.38,0.42,7.96,7.27,2,6.9,75.7,111,5.1,30.9,
U0287,28,Female,Student,Remote,9.26,3.6,5.66,6.71,1,7.8,43.6,112,5.8,13.5,
U0288,34,Male,Employed,Hybrid,12.73,2.63,10.1,6.47,1,10,30.5,97,0,6.4,
U0289,32,Male,Employed,Hybrid,10.2,0.51,9.69,6.6,1,10,42.2,96,12.5,0,
U0290,25,Female,Student,Hybrid,11.67,2.83,8.84,7.25,1,8.6,59.6,121,7.1,15.2,
U0291,28,Male,Student,In-person,9.75,2.51,7.24,7.81,2,5.5,66.2,43,5.3,30.6,
U0292,26,Female,Employed,Hybrid,5.03,0.89,4.14,7.83,1,6.2,64.6,224,12.7,35.4,
U0293,25,Female,Employed,Hybrid,8.88,0.44,8.44,6.75,1,8.4,42.4,86,7.3,11.4,
U0294,36,Female,Employed,In-person,11.12,1.17,9.95,6.76,1,10,47,2,3.1,2,
U0295,32,Male,Unemployed,Hybrid,5.35,0.31,5.04,7.63,2,6.5,75.7,140,10.6,40.7,
U0296,24,Female,Student,Remote,10.38,4.83,5.55,6.14,1,9.5,49.2,33,1.8,4,
U0297,37,Female,Employed,Hybrid,10.79,0.54,10.25,7.31,1,7.8,46.8,143,5.9,19.1,
U0298,32,Female,Unemployed,In-person,7.38,1.53,5.85,7.68,2,9.8,49.5,269,6.9,18.1,
U0299,36,Male,Employed,Remote,10.13,2.61,7.52,8.17,1,8.6,40.6,45,7.3,9,
U0300,35,Male,Employed,Hybrid,6.4,0.54,5.86,8.49,1,5.5,66.9,145,8.6,36.9,
U0301,23,Female,Employed,Remote,8.62,3.15,5.47,6.49,1,10,38.6,0,15.5,4.9,
U0302,25,Female,Employed,Hybrid,11.05,0.81,10.24,7.35,1,10,34.4,121,6.4,3.6,
U0303,35,Male,Retired,Remote,8.55,2.65,5.9,6.41,1,8.7,47.8,47,0,10.7,
U0304,34,Female,Employed,Hybrid,10.36,0.52,9.84,7.44,2,9.8,46.3,54,0,20.7,
U0305,29,Female,Self-employed,Hybrid,6.82,0.98,5.84,6.95,1,9.1,48.1,39,8.2,10,
U0306,30,Female,Student,Remote,12.63,1.68,10.95,5.69,1,10,41.9,133,1.9,10.7,
U0307,40,Female,Student,Hybrid,10.07,1.71,8.36,7.21,1,10,43.4,173,6.5,8.1,
U0308,25,Female,Student,In-person,10.44,1.87,8.57,4.64,1,7.1,52.2,94,5.5,9.4,
U0309,34,Female,Employed,In-person,7.77,1.38,6.39,5.87,1,9.4,49.8,53,5.6,14.8,
U0310,28,Female,Employed,Remote,8.45,2.96,5.49,6.97,2,6.3,60.2,218,0,39.6,
U0311,28,Male,Self-employed,Remote,7.77,3.57,4.2,7.28,2,9.1,56.6,58,5.7,19,
U0312,38,Female,Employed,Remote,8.56,3.17,5.39,6.9,1,9.1,49.7,0,11.4,8.8,
U0313,36,Male,Unemployed,In-person,5.18,0.73,4.45,6.42,1,5.1,60.8,162,8.2,33.6,
U0314,36,Male,Student,In-person,9.55,1.33,8.22,6.37,1,10,49.6,26,0,4.6,
U0315,40,Female,Self-employed,Hybrid,9.73,1.55,8.18,7.35,1,10,38.1,174,7.8,0,
U0316,30,Male,Employed,In-person,6.71,1.59,5.12,7.86,1,8.3,55.3,91,16.2,23.3,
U0317,35,Female,Employed,Hybrid,7.17,1.87,5.3,7.36,2,5,80.2,160,9.2,51.1,
U0318,27,Male,Self-employed,Hybrid,7.77,0.39,7.38,8.13,2,6.3,72.7,208,0,41.2,
U0319,32,Female,Employed,Remote,11.71,3.83,7.88,6.98,1,10,40.6,4,10.3,0,
U0320,28,Female,Employed,In-person,10.02,0.5,9.52,6.28,1,10,40.8,57,0,2.1,
U0321,30,Female,Student,Remote,13.4,4.99,8.41,6.17,1,10,43.6,72,14.1,3.1,
U0322,34,Non-binary/Other,Student,In-person,9.01,0.45,8.56,5.97,1,6.2,63.7,214,10.6,34.9,
U0323,23,Female,Unemployed,In-person,3.64,0.29,3.35,7.7,3,3,88.8,87,0,65.3,
U0324,46,Male,Employed,In-person,9.17,0.46,8.71,8.07,2,7.7,54.7,69,8.1,16.2,
U0325,21,Female,Employed,Remote,11.2,4.76,6.44,7.18,2,8.5,40.8,120,7.7,21.3,
U0326,20,Male,Employed,Hybrid,9.78,1.49,8.29,7.95,1,8.7,49.5,54,1.9,19.3,
U0327,39,Female,Student,Remote,8.12,5.53,2.59,7.03,1,8.2,52.5,124,5.7,9.7,
U0328,36,Male,Student,Remote,9.61,3.45,6.16,8.1,2,3.1,84,0,2,68.4,
U0329,34,Female,Employed,Remote,13.08,2.05,11.03,6.32,1,10,40.5,237,7.9,6.6,
U0330,35,Female,Employed,In-person,10.7,2.18,8.52,8.02,2,8,64,2,3.1,26.4,
U0331,29,Female,Student,Remote,10.31,6.31,4,6.83,1,10,38.4,73,0,0,
U0332,22,Female,Employed,Hybrid,10.6,1.33,9.27,7.3,2,8.1,62.5,88,5.3,19.1,
U0333,30,Male,Student,Remote,11.1,3.99,7.11,7.92,3,8.2,57.4,225,10,42.3,
U0334,24,Female,Employed,Hybrid,10.12,2.4,7.72,6.67,1,10,47.5,2,6.6,0,
U0335,37,Male,Employed,Hybrid,6.85,0.41,6.44,7.62,2,7.8,53.8,259,17.5,25.1,
U0336,28,Female,Employed,Hybrid,9.72,0.67,9.05,7.95,1,10,44.8,152,4.4,10.4,
U0337,23,Male,Employed,In-person,10.6,2.29,8.31,6.63,1,9.7,31.4,120,9.5,0,
U0338,27,Female,Employed,Hybrid,11.54,0.95,10.59,5.58,1,10,39.1,18,6.7,0,
U0339,33,Female,Student,In-person,11.28,2.5,8.78,8.45,3,8.3,62.5,132,6.4,35.4,
U0340,25,Male,Student,In-person,8.89,0.94,7.95,6.64,1,8.8,46.3,52,8.1,10.3,
U0341,23,Female,Employed,Remote,9.14,2.87,6.27,7.09,1,9.9,38.4,188,4.7,6.2,
U0342,31,Female,Employed,In-person,9.43,0.47,8.96,7.92,1,8.6,54.5,34,10.8,10.6,
U0343,31,Male,Employed,Remote,4.96,2.68,2.28,7.18,1,8.2,57.1,121,1.4,32.8,
U0344,25,Male,Employed,In-person,4.48,1.11,3.37,6.87,1,5.3,67.1,90,4.8,34,
U0345,26,Female,Employed,Hybrid,6.34,0.78,5.56,7.61,2,6.8,67.5,49,7,33.6,
U0346,31,Female,Self-employed,In-person,10.42,2.58,7.84,5.41,1,10,58.2,148,15.3,4.9,
U0347,18,Male,Employed,In-person,6.85,0.44,6.41,7.02,1,9,58.6,148,9.6,15.6,
U0348,18,Female,Student,In-person,9.39,1.37,8.02,7.07,1,7.4,61.3,180,7.5,28.5,
U0349,24,Female,Employed,In-person,6.67,0.53,6.14,7.12,1,8,58.6,0,3.5,23.4,
U0350,28,Female,Student,Remote,10.19,5.48,4.71,5.62,1,10,43.7,170,8.1,0,
U0351,32,Male,Student,Remote,13.59,5.85,7.74,7.66,1,10,23.2,253,6,0,
U0352,41,Male,Retired,Hybrid,1.32,0.17,1.15,8.39,2,0.2,97.1,124,13.4,84.4,
U0353,36,Female,Student,Remote,14.02,7.36,6.66,7.5,1,10,34.1,210,1.8,5.2,
U0354,28,Female,Employed,Hybrid,7.06,1.54,5.52,7.11,1,9.1,39.8,96,5.6,5.6,
U0355,29,Female,Employed,Hybrid,9.87,2.41,7.46,6.21,1,8.8,41.1,2,7.1,8.5,
U0356,21,Male,Employed,In-person,6.97,0.35,6.62,7.48,1,7.1,47.3,90,6.5,13.6,
U0357,29,Female,Employed,Hybrid,12.02,2.21,9.81,6.41,1,10,39.7,159,11.7,12,
U0358,27,Female,Student,In-person,6.9,0.77,6.13,6.39,1,7.4,63,56,1.5,28.3,
U0359,32,Male,Employed,Remote,5.74,1.57,4.17,8.73,2,4.3,84.8,83,12.2,47.2,
U0360,23,Female,Employed,In-person,10.97,1.43,9.54,6.19,1,9.5,46,130,12.3,0.4,
U0361,34,Male,Student,In-person,10.24,0.51,9.73,5.43,1,10,36.9,99,6.6,0,
U0362,42,Female,Employed,Hybrid,6.26,0.94,5.32,8.64,2,3.8,67.8,167,2.7,57.1,
U0363,29,Female,Student,Hybrid,11.49,0.75,10.74,6.26,1,10,30.2,105,7.6,0,
U0364,33,Female,Student,In-person,10.39,0.52,9.87,6.39,1,10,34.8,131,8.3,0,
U0365,35,Male,Employed,Remote,8.72,2.36,6.36,5.73,1,10,39.6,78,6.7,3.3,
U0366,26,Male,Student,Remote,11.58,5.71,5.87,8.02,3,9.9,52.1,103,5.7,22.3,
U0367,31,Male,Employed,Hybrid,7.73,1.52,6.21,6.22,1,7.1,51.9,47,16.4,20.7,
U0368,30,Female,Employed,Remote,11.64,6.11,5.53,6.7,2,10,48.6,178,2,8.2,
U0369,30,Male,Self-employed,Remote,8.06,2.81,5.25,7.92,2,6.8,63.3,65,0,37.3,
U0370,23,Female,Student,Remote,9.05,3.83,5.22,7.31,1,7.4,54.9,179,9.5,18.5,
U0371,30,Female,Student,Remote,12.03,4.84,7.19,6.55,1,10,46.8,69,13.9,1.2,
U0372,33,Male,Student,Remote,11.21,4.81,6.4,5.39,1,10,34.1,106,7.9,0.5,
U0373,41,Female,Employed,In-person,10.37,0.81,9.56,6.31,1,10,45,67,1.8,3,
U0374,37,Female,Employed,Hybrid,5.98,0.5,5.48,7.72,2,5.6,72.5,55,5,43.3,
U0375,47,Female,Student,In-person,7.77,0.96,6.81,6.77,1,10,44.3,0,0,0,
U0376,23,Female,Unemployed,Hybrid,10.19,2.64,7.55,6.96,1,8,56,19,11.1,13.8,
U0377,36,Female,Student,Remote,11.61,5.33,6.28,7.26,2,8.2,59.1,69,0,25.1,
U0378,31,Male,Employed,Hybrid,6.03,0.79,5.24,8.28,2,3.2,76.5,137,9.4,50.5,
U0379,47,Female,Employed,Hybrid,5,0.67,4.33,6.84,1,6.6,63,207,4.6,27.3,
U0380,23,Male,Self-employed,Remote,9.62,4.12,5.5,8.64,2,8.7,56.5,66,9.2,23.8,
U0381,23,Male,Employed,Hybrid,14.02,3.21,10.81,6.84,3,10,47.3,9,6.6,10.2,
U0382,25,Female,Self-employed,Remote,14.07,4.54,9.53,6.24,1,10,40.4,0,5.8,5.8,
U0383,16,Female,Employed,Hybrid,7.41,1.01,6.4,8.02,3,4.9,81,140,7.2,67.8,
U0384,25,Female,Self-employed,Hybrid,7.63,1.13,6.5,9.1,4,4.5,97.6,207,5,71,
U0385,23,Male,Student,Remote,10.23,6.7,3.53,5.64,1,10,33.5,182,11.3,8.8,
U0386,31,Female,Self-employed,Remote,10.44,3.97,6.47,6.66,1,7.8,50.4,146,6.4,16.7,
U0387,32,Male,Employed,In-person,5.84,0.4,5.44,5.64,1,10,43.8,169,6.7,7,
U0388,45,Female,Self-employed,Hybrid,8.62,1.94,6.68,7.41,1,9.7,49.9,233,18.5,7.1,
U0389,37,Male,Employed,Remote,10.34,3.55,6.79,7.21,1,10,32.8,123,9.5,4.5,
U0390,25,Female,Employed,In-person,10.47,1.05,9.42,6.75,2,10,50.4,138,6.3,16.8,
U0391,22,Female,Employed,Remote,11.79,6.19,5.6,6.03,1,10,36.5,61,11.7,0,
U0392,33,Male,Employed,Hybrid,7.49,1.21,6.28,5.67,1,7.8,51.2,19,17.6,7.7,
U0393,19,Male,Student,In-person,10.75,0.84,9.91,6.98,1,9.7,34.4,40,9,0,
U0394,44,Female,Student,Remote,10.97,4.21,6.76,8.06,1,10,38.8,99,9.4,1.9,
U0395,39,Male,Student,Remote,14,6.2,7.8,5.92,1,10,43.5,83,0.7,5.7,
U0396,26,Female,Student,Remote,6.43,2.99,3.44,7.75,1,5.9,64.6,252,7.6,39.3,
U0397,16,Male,Self-employed,Remote,9.59,5.44,4.15,5.57,1,10,47.4,99,7,3.5,
U0398,40,Male,Student,Remote,8.72,2.36,6.36,7.56,1,9.4,57.3,193,10.1,6.6,
U0399,29,Female,Retired,Hybrid,5.04,0.94,4.1,7.32,1,7.1,63.6,97,12.1,21,
U0400,39,Female,Employed,Remote,8.86,3.82,5.04,6.55,1,10,41.4,88,9.8,8.4,
